MUV-466,MUV-548,MUV-600,MUV-644,MUV-652,MUV-689,MUV-692,MUV-712,MUV-713,MUV-733,MUV-737,MUV-810,MUV-832,MUV-846,MUV-852,MUV-858,MUV-859,mol_id,smiles
,,,,0.0,,,,,,,,,,,,,CID2174083,COc1ccccc1Oc1ccc(S(=O)(=O)N2CCOCC2)cc1S(=O)(=O)N1CCOCC1
,,,0.0,,,,,,0.0,,,,,,,,CID2971752,COc1ccc(S(=O)(=O)NC2CC3CCC2C3)cc1Cl
,,,,,,,,,,,,,,0.0,,,CID12005041,CCCNC(=O)c1cc(-c2ccc(OC)cc2)n(CCCOC)c1C
,,,,,,,,,0.0,,0.0,,,,0.0,0.0,CID2966811,COc1cc(C)c(Cl)cc1S(=O)(=O)NCC1CCCO1
0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,,,,CID665101,Cc1ccc2cc(CN(C(=O)C3CCCO3)C3CCCCC3)c(=O)[nH]c2c1
,,0.0,0.0,,,,,,,,0.0,0.0,,,,,CID2583589,O=C(Cc1ccccc1)Nc1nc2ccccc2[nH]1
,,,,,,,,,,,,,,,0.0,,CID652872,Cn1c(NCc2c[nH]c3ccccc23)nc2ccccc21
,0.0,,,0.0,,,,,,,,,,,0.0,0.0,CID644970,COC(=O)c1ccc(S(=O)(=O)NCCSc2nnc3c4ccccc4n(C)c3n2)cc1
,0.0,0.0,0.0,,,,,,,,,0.0,,,,,CID2944676,CCC(Oc1ccccc1)C(=O)N1CCN(c2ccccn2)CC1
,,,0.0,,,,,,,,0.0,,,,0.0,,CID1167246,CCOC(=O)c1cnc2ccc(C(=O)OC)cc2c1NCc1ccco1
,,,0.0,,,0.0,,,0.0,,,,,,,,CID2787609,CC(NC(=O)c1ccccc1Cl)C(=O)O
0.0,,,,0.0,,,,,,,,,,,,,CID3240323,COc1ccc(OC)c(-c2cc(C(=O)Nc3cc(C)n(Cc4ccc(Cl)cc4)n3)no2)c1
,0.0,0.0,,,0.0,0.0,,,,,,,,0.0,,,CID665604,Cc1cc(N2CCCCC2)n2nc(C)c(-c3ccccc3)c2n1
,,,,,0.0,,0.0,,,,,,,,0.0,0.0,CID3236543,CCC(CC)C(=O)NCc1ccc2c(c1)cc(C)n2C
,0.0,0.0,,,,,,,,,,,,0.0,,,CID5389213,CCOC(=O)c1[nH]c2ccc(F)cc2c1NC(=O)CN1CCN(C/C=C/c2ccccc2)CC1
,,,,,,,,,,0.0,,,,,,,CID726069,CSc1nc2ccc(S(=O)(=O)N(C)C)cc2s1
,0.0,,,,,,,,,,,,,,,0.0,CID668645,CN(C)c1nc2c(c(=O)n(C)c(=O)n2C)n1CC(=O)c1cccs1
,,,,,,,,,,,,,,0.0,,,CID2252642,COC(=O)c1ccccc1OC(=O)c1cc[n+]([O-])cc1
,,,,0.0,,,,,,,,,0.0,,0.0,0.0,CID659660,CCCCOc1ccc(-c2nnc(N)s2)cc1
0.0,0.0,,,,,0.0,,0.0,,,,,,,0.0,,CID659662,COc1ccc2c(c1)c(C(O)CN1CCC3(CC1)OCCO3)c(C)n2C
,,,,,,,,,,0.0,,,,,,,CID3219589,O=C(NCCc1ccccc1)C1CCCN1S(=O)(=O)c1ccc(F)cc1
,,,,0.0,,0.0,,,,,,,,,,,CID2999534,CCOC(=O)c1c(/N=C/N(C)C)sc(C(=O)OC)c1C
,,,,,0.0,,,,,,0.0,0.0,,,,0.0,CID2999537,Cc1csc(C(C#N)C(=O)c2cc3ccccc3o2)n1
,,,,,,,,,,,,,,0.0,,,CID3723588,N#Cc1ccc(Cn2ccnc2C(=O)Nc2ccccc2)cc1
,,,,,,,,,,,,,,0.0,,,CID665697,CCOC(=O)CSc1nnc(C(NC(=O)OC(C)(C)C)C(C)C)o1
,0.0,,,,,,,,,0.0,,,,,,,CID2298439,Cc1cc(OCCOCCN2CCCC2)ccc1C(C)C
0.0,,0.0,,,,0.0,,,,,,,,,,,CID3154253,Cc1cc(C)nc(NC2=NC(=O)CC(C(=O)O)N2c2ccc(Cl)cc2)n1
,,,,,0.0,,,,,,,,,,,,CID2898109,COc1ccc(-c2cc(=O)oc3cc(OC(C)C(=O)O)ccc23)cc1
,,,,,,,,,,,,,0.0,,,,CID1475937,Cc1nnsc1Sc1ccccc1C(=O)O
,,,,,,,,,,,,,,,1.0,,CID5742477,NC1=NC(c2cn(-c3ccccc3)nc2-c2cccs2)N2C(=N1)Nc1ccccc12
,,,,,,,,,0.0,,,,,,,,CID2185505,CCOc1ccc(C(=S)N2CCCC2)cc1
0.0,,,,,,,0.0,,,,0.0,,,,,0.0,CID1088830,O=C(Nc1ccc(N2CCN(C(=O)c3ccco3)CC2)cc1)c1ccccc1F
,0.0,,0.0,,,,0.0,,,,0.0,,,,,,CID1242943,Cc1nc2nc(-c3cccnc3)[nH]n2c(=O)c1Cc1ccccc1
,,,,,,,,,,0.0,,,,0.0,,,CID806707,c1cncc(-c2noc(CC3CCCCC3)n2)c1
,,0.0,0.0,,,,,,,,,,,,,,CID799552,c1ccn2c(c1)nc1c2nc2ccccn21
,,,,,,,,,,,,,0.0,,,,CID1880209,CCN1C(=O)/C(=C\c2ccc3c(c2)OCO3)C(C(=O)OC)=C1C
,,,,,,,,,,,,,,0.0,,,CID893047,O=C(Cc1ccc(Cl)cc1)Nc1ccc2c(c1)C(=O)NC2=O
,,,,,0.0,,,,,,,,,,,,CID1240545,N#CCC(=O)N/N=C/c1ccc(Sc2nc3ccccc3s2)o1
,,,,0.0,,,,,,,,,,,,0.0,CID3240821,O=C(CCCCCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3)N1CCN(C(=O)c2ccco2)CC1
0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,CID3240823,Cc1cc(NC(=O)CSc2ccc3nnc(-c4ccccc4)n3n2)no1
,,,,,,0.0,,0.0,,,,0.0,,0.0,0.0,,CID2832357,COC(=O)C(NC(=O)c1ccccc1)c1ccccc1
,,,,,0.0,,,,,,,,,,,,CID838630,Cc1s/c(=N\C(=O)c2ccco2)n(C)c1-c1ccc(F)cc1
,,,,,,,,,,,,,0.0,,,,CID713424,COCc1cc(C)nc2sc(C(=O)NC3CCCCC3)c(N)c12
0.0,,,0.0,,,0.0,,,,,,,,,0.0,0.0,CID1118260,CC(=O)Nc1cccc(NC(=O)c2c(-c3ccccc3Cl)noc2C)c1
,,,,,,,,0.0,,,,,,,,,CID2909815,COc1ccc([N+](=O)[O-])cc1N(CC(O)Cn1nnc2ccccc21)S(=O)(=O)c1ccc(C)cc1
,,,,,,,,0.0,,,,,0.0,,,,CID2247855,C=CCOC(=O)COc1ccc2c(C)c(C)c(=O)oc2c1
,,,,,,,,,,,,,0.0,,,,CID2434740,Cc1noc(C)c1COC(=O)c1ccc(S(=O)(=O)N2CCCCC2)cc1
,,,,,,,0.0,,,,,0.0,,,,0.0,CID3244498,CCCS(=O)(=O)N1CCC(C(=O)NCCc2ccc(C)cc2)CC1
,,0.0,0.0,,,,,0.0,0.0,,0.0,,,,,,CID2961612,O=C(Nc1cccc(-c2nnc(-c3ccccc3)o2)c1)C1CCCO1
0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,CID3245544,O=C(NCc1cccs1)C1CC(=O)N(C2CCCC2)C1
,,,,,,,,,,,0.0,,,,,,CID1542056,CCCc1cc(-n2cnc3ccccc32)n2c(nc3ccccc32)c1C#N
,0.0,0.0,,,,,,,,,,,,,,,CID3236660,O=C(c1noc2c1CCCCC2)N1CCOCC1
0.0,,,,,,,0.0,,0.0,,,,,,,,CID3236661,COc1ccc(C(=O)N2CCCCC2)cc1S(=O)(=O)Nc1ccccc1
,,0.0,,,,,,,,,,0.0,0.0,,,,CID3236666,CCOc1cc(C2C(C(=O)O)c3cc(OCC)c(OCC)cc3C(=O)N2C)ccc1O
0.0,,,,,,,,,,,,,,,0.0,,CID3236667,CCOc1ccc(CCNC(=O)C2CCN(c3nn4c(=O)cc(C)nc4s3)CC2)cc1OCC
,,,,,,,,,,,,,0.0,,,,CID669415,O=C(Nc1ccc(Cl)cc1C(=O)c1ccccc1)c1ccco1
,,,,,,,,0.0,,,,,,0.0,,,CID2766676,CN(C)c1nc(Nc2ccccc2)c(C#N)c(=O)o1
,,,,0.0,,,0.0,,,,,0.0,,,,,CID928629,COC(=O)c1ccc(CC(=O)c2ccc(O)cc2O)o1
,,,,0.0,,,,,,,,,,,,,CID3235588,COc1cccc(C2C3=C(CCCC3=O)Nc3nc4ccccc4n32)c1OC
,,,0.0,,,0.0,0.0,,,,,0.0,,,,,CID2395512,Cc1cc(C)nc(-n2nc(C)cc2NC(=O)c2cc3ccccc3oc2=O)n1
,,,,,0.0,,,,,,,,,,,,CID2891810,O=C1CC(c2ccccc2)Sc2nc3ccccc3n21
0.0,,,,0.0,,,,0.0,0.0,,,,,,,,CID658473,Cc1ccccc1C(=O)c1ccc2c(c1)n(C)c(=O)n2C
,,,0.0,,,,,,,,,,,,,,CID658471,COc1ccc(Cn2c(=O)c3c(nc(NCCO)n3C)n(C)c2=O)cc1
,,,,,0.0,,,,,,,,,,,,CID745568,Cc1ccc(NC(=O)c2nc[nH]c2C(=O)Nc2ccc(C)cc2)cc1
0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,CID1071898,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1cccs1
,,,,,,,,,,,,,,0.0,,,CID2214281,CCCCOc1ccc(Cl)cc1CSc1n[nH]c(C)n1
,,,,,0.0,,,,,,,,,,,,CID1208410,CCOc1ccc(NC(=O)c2cccc(OC(=S)N3CCC(C)CC3)c2)cc1
,,,,,,,,,0.0,0.0,,,,,,,CID1071270,Cc1c(N2C(=O)c3cccc4cccc(c34)C2=O)c(=O)n(-c2ccccc2)n1C
,,,,,,,,,,,,,0.0,,,,CID4126010,CCOc1ccc(N(CC(=O)OC)S(=O)(=O)c2ccc3c(c2)n(C)c(=O)c(=O)n3C)cc1
,,,,,,,,0.0,,0.0,,,,,,,CID2205532,CCOc1ccc2nc(NS(=O)(=O)Cc3ccccc3)sc2c1
0.0,0.0,,,,,,,,,,,,,,,,CID669768,CC(C)CCNC(=O)c1cccc(Cl)c1
,,,,,,,,,,,,,,0.0,,,CID762960,O=[N+]([O-])c1ccc(CN2CCOCCOCCOCC2)cc1
,,,0.0,,,0.0,,0.0,,,,,,,0.0,,CID3242100,COc1ccc(Nc2cc(C(=O)NCCCN3CCN(C)CC3)c3ccccc3n2)cc1
,,,0.0,,,,,,,,,,,,,,CID3242101,CCOc1cccc2c1OC1(C)CC2NC(=O)N1c1cccc(F)c1
,,,,,,,,,,,,,,0.0,,,CID892293,S=C(Nc1ccc(Oc2ccccc2)cc1)NC1CCCC1
,,,,,,,,,,,,,,0.0,,,CID1093929,Cc1cc(C(F)F)n2nc(C(=O)Nc3sc4c(c3C#N)CCC4)nc2n1
,,,,,,,,,0.0,,0.0,,,,0.0,,CID705539,NC1=N/C(=N\c2ccccc2)c2ccccc21
0.0,0.0,,,0.0,,0.0,,,,,,,,,,0.0,CID2056126,CC(C)(C)c1cc(C(F)(F)F)nc(SCCCNC(=O)c2ccco2)n1
,0.0,,,0.0,,,0.0,,0.0,,,,,,0.0,,CID662843,COc1cc(C(=O)N(Cc2ccc(N(C)C)cc2)C2CCS(=O)(=O)C2)cc(OC)c1OC
,,,,,,0.0,,,,,,,,,,,CID662841,CC1CN(c2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2c(F)cccc2Cl)CC(C)O1
,,,,,,,,0.0,,,,,,,0.0,,CID662840,Cc1ccc(S(=O)(=O)C(C#N)c2nc3ccccc3nc2N2CCCCC2)cc1
,,,,,,,,,,,,,0.0,,,,CID2122665,COc1ccc(C(=O)N/N=C/c2sc(N3CCOCC3)nc2-c2ccccc2)cc1OC
0.0,,,0.0,,,,,,,,,0.0,,,,,CID895379,Cc1ccc(C)n1NC(=O)c1ccc(Cl)cc1Cl
,,,,,,,,,,,,,0.0,,,,CID3744711,Cc1ccc(C(=O)O)cc1NC(=O)CN1C(=O)C2C3c4ccccc4C(Br)(c4ccccc43)C2C1=O
,,,,,,,,,0.0,,,,,,,,CID3744712,Cc1cc(N2C(=O)C3CC=CC(C)C3C2=O)no1
,,,,,,0.0,,,,,0.0,,,,,,CID2064175,Nc1nonc1NC(=O)CSc1ncccc1C(=O)O
,,,,,,,,,,,,,0.0,,,,CID2279079,O=C(/C=C/c1ccccc1)NCCSc1ccc(Cl)cc1
,,,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,,,CID783815,Nc1ncnc2c1ncn2CCOc1ccccc1
,,,,,,,,,,,,,0.0,,,,CID2801167,Cn1c(N2CCOCC2)cc(=O)n(C)c1=O
,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,CID2317132,CCCCOc1ccc(OCCNS(=O)(=O)N(C)C)cc1
,,,,,,,,0.0,,,,,,,,,CID1941298,COc1ccccc1CNC(=O)CSc1nc(N)c(C#N)c(-c2cccs2)c1C#N
,,,,,,,,,0.0,0.0,,,,0.0,,,CID1434183,Cc1cc2nnc(SCC(=O)N3CCN(c4ccccc4)CC3)n2c(N)n1
0.0,,,,,,,,0.0,,,,,0.0,,,0.0,CID1294383,Cc1cc(NC(=O)c2ccc(Br)c(S(=O)(=O)N3CCCC3)c2)no1
0.0,,0.0,,,,,,,,,,,,,,0.0,CID663244,CN(Cc1ccccc1)Cc1nc2c(c(=O)n(C)c(=O)n2C)n1CCc1ccccc1
,,,,,,,,,,,,,0.0,,,,CID586788,COC(=O)c1sccc1N(C)S(C)(=O)=O
,,,,,,0.0,,,,,,,,,0.0,,CID5308808,CC1(C)CC(=O)N(CC(=O)NC2CCCC2)c2ccccc2S1(=O)=O
,,,,,,,,,,,,,0.0,,,,CID2179207,CN1C(=S)N(c2ccccc2)C(=O)/C1=C/c1cccs1
0.0,,,,,0.0,,,,0.0,0.0,0.0,,,,,,CID3239882,CCn1cc(C2=NOC(C(=O)Nc3ccc4c(c3)OCO4)C2)c(C)n1
,,,,,,,,0.0,,,0.0,,,,0.0,,CID1326052,Cc1c(Br)cc(C(=O)N2CCN(CCO)CC2)c(C)c1C
,,,,,,,,0.0,,,,,,,,0.0,CID5309177,CCN(CC)CCNC(=O)Cn1nc(Cc2cccnc2)c2ccccc2c1=O
,,,,,,,,,0.0,0.0,,,,,,,CID1458607,CS(=O)(=O)N1CCc2cc(-c3csc(NC(=O)C(c4ccccc4)c4ccccc4)n3)ccc21
,,,,,0.0,,,,,,,,,,,,CID1375657,COc1cc(CN2CCN(c3ccc(C)cc3)CC2)cc([N+](=O)[O-])c1O
,,,,,,,,,,,0.0,,0.0,,,,CID850112,CCOc1cc(S(=O)(=O)Nc2cc(C)cc(C)c2)ccc1Cl
,,,,,,,,,,,,,,0.0,,,CID982618,C=CCn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nc2scc(-c3ccc(F)cc3)c2c1=O
0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,,CID2153220,CCCCSc1nc2n(-c3ccc(C)c(C)c3)[nH]cc-2c(=O)n1
0.0,0.0,,,,,,,,0.0,,,,,,,,CID3244657,CCC(C)(C(=O)Nc1ccc2c(c1)OCCO2)N(C(C)=O)c1ccc(C(N)=O)cc1
,,,,,,,,,,,,,,,,0.0,CID2950862,Cc1nn(CC(O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)c(C)c1Br
,,,,,,,,,,,,,,0.0,,,CID3765655,COc1ccc(NC(=O)C(NC(C)=O)C(=O)NCc2ccccc2Cl)cc1
0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,CID2571083,CCOC(=O)Cc1csc(SCc2nc(=O)c3ccccc3[nH]2)n1
,,0.0,,,,,,0.0,,,,,,,0.0,,CID2890764,COCCCNS(=O)(=O)c1ccc2c(c1)OCCO2
0.0,,,,,,,,,,,,,,,,,CID2953497,CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1
,,,,,,,,,0.0,,,,,,0.0,,CID2165075,CC(=O)Nc1c(O)nc(SCC(=O)Nc2nnc(CC(C)C)s2)[nH]c1=O
,,,,,,,,,,,,,,,0.0,,CID1570484,C=CCNC(=O)CCCOc1cc(C)ccc1C
,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,CID768189,O=C(Nc1nncs1)c1cccc(S(=O)(=O)N2CCCC2)c1
,0.0,0.0,,,,0.0,,,,,,,,,,,CID2998155,CCC1(c2ccc(F)cc2)NC(=O)N(CC(=O)N2CCOCC2)C1=O
,0.0,0.0,,0.0,,,,,,,0.0,,,,,,CID2958440,CCn1c(SCC(=O)N2CCN(c3ccccc3)CC2)nnc1-c1cc2cc(Cl)ccc2o1
,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,,CID664074,O=C(c1ccccc1)N(Cc1cccs1)C1CCS(=O)(=O)C1
,,,,1.0,,,,,,0.0,,0.0,,,,,CID2028808,c1ccc(-c2nn3c(Cn4nnc5ccccc54)nnc3s2)cc1
,,,,,,,,0.0,,,0.0,,,,0.0,,CID655390,Cc1cc(N2CC34C=CC(O3)C(C(=O)O)C4C2=O)no1
0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,CID653774,COc1ccc(Cl)cc1NC(=O)COc1cccc(-n2cnnn2)c1
0.0,,,,,,,,0.0,,0.0,,,,,0.0,,CID658019,Cn1c(=O)[nH]c(=O)c2c1nc(Br)n2CCCCSc1nc2ccccc2o1
,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,CID658018,CCc1cc2c(=O)c(-c3cscn3)coc2c(CN(C)C)c1O
,0.0,,,,,,0.0,,,,,,0.0,,,,CID658011,C=CCNc1sc(C(=O)C2CC2)c(N)c1C#N
,,,,,,,,,,,0.0,,,,,,CID1569741,CCCCOc1ccc(/C=C/C(=O)NCCc2nc3ccccc3[nH]2)cc1
,,,,,,,,,,,,,0.0,0.0,,,CID800093,S=c1[nH]nc(-c2cccc(Cl)c2)n1Cc1ccccc1
,,,0.0,,,,0.0,,,,,,,,,,CID660015,CC1(C)OC(=O)C(=CNc2ccccc2F)C(=O)O1
,,,,0.0,,,,,0.0,,,,,,,,CID3240176,CCS(=O)(=O)NC(C)C(c1cccs1)N1CCN(C)CC1
,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,,CID3240175,COc1cccc(C(=O)CSc2nnc(-c3cc(OC)c(OC)c(OC)c3)o2)c1
,,,,,,,,,,,,,0.0,,,,CID694464,O=C(Nc1cccnc1)OC1CCCCC1
,0.0,0.0,,0.0,,,0.0,,,,,,,,0.0,,CID2357510,O=C(COC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1)NCc1ccco1
,,0.0,,,,,0.0,,,,,,,,,0.0,CID3237241,O=C(NCC(=O)N1CCC(N2CCCCC2)CC1)C1CCCCC1
,,,,,,,,,0.0,,,,,,,,CID2247523,Cc1ccc(N(CC(=O)N2CCOCC2)S(=O)(=O)c2ccccc2)cc1
,,,,,,,,,,,,,,0.0,,,CID5524036,COC(=O)c1cc(NC(=O)c2ccccc2)c(=O)oc1/C=C/Nc1ccc(Oc2ccccc2)cc1
,,,,,,,,,,,,,0.0,,,,CID16189068,COc1c(C)cc(C(=O)C2CCCN(C(=O)c3cccc(F)c3)C2)cc1C
,,,,,,,,0.0,,,0.0,,,0.0,,,CID2212622,C=CCn1c(CNC(=O)c2cccs2)nnc1SCC(=O)Nc1ccc(C(=O)O)cc1
,,,,,,,,,,,,,,0.0,,,CID6622851,O=C(NCc1ccc(Cl)cc1)c1cnn2ccccc12
,,,,,,,,,,,,,0.0,,,,CID2832013,CCN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1
,,,,,,,,,,,,,,0.0,,,CID2882008,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)/C1=C\N(C)C
,,,,,,,,,,,,,,0.0,,,CID843691,Cc1cccc(NC(=S)NNC(=O)c2csc(C)c2)c1
,,,,,,,,,,,,,0.0,,,,CID2249229,CN(C)CCCOC(=O)c1ccccc1
0.0,,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,,CID3242900,COCCN(CCOC)C(=O)c1sc2nc(-c3ccccc3)cn2c1C
,,,,0.0,,0.0,,0.0,,,,,,,0.0,,CID644652,CC(C)NS(=O)(=O)c1ccc(CCC(=O)NCc2ccco2)cc1
,,,0.0,,,0.0,,,,,,,0.0,,,,CID678644,CN1c2ccccc2N(C)C1c1ccc2c(c1)OCO2
,,0.0,,,0.0,,,,,0.0,,0.0,,,,,CID665232,CSCCC(NC(=O)OC(C)(C)C)c1nnc(SCC(=O)Nc2ccc(C)cc2C)o1
,,,,,0.0,,,,,,,,,,,,CID2090916,O=C1CN(C(=O)CSc2nnc(C3CC3)n2-c2ccccc2)c2ccccc2N1
,,0.0,,,,0.0,,,,,,,,,,,CID652396,O=C(COc1cccc(-n2cnnn2)c1)N1CCOCC1
,,,0.0,,,,0.0,,,,,0.0,,,,0.0,CID652397,COCC(=O)NC1CC2CCCC(C1)N2Cc1ccccc1
,,,,,,0.0,,,,,,,,,0.0,,CID652390,Nc1ccc(-c2cnc(-c3ccc(N)cc3)nc2)cc1
,,,,,,,,0.0,,,,,,,,,CID1007842,CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)N1CCOCC1)c1ccccc1
0.0,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,CID665263,COc1ccc(N(Cc2cc3ccccc3[nH]c2=O)C(=O)C2CCCO2)cc1
,0.0,0.0,,,0.0,,0.0,,,,,,0.0,,,,CID665268,CCn1nc(NC(=O)c2ccccn2)c2cc3cccc(C)c3nc21
,,,,,,,,,,,,,,0.0,,,CID3400247,COc1cc2c(cc1NC(=O)C(C)Sc1ccc(NC(C)=O)cc1)oc1ccccc12
,,,,,,,,,0.0,0.0,0.0,,,,,,CID1570488,Cc1ccc(C)c(OCCCC(=O)Nc2nccs2)c1
,,,,,,,,,,,,,0.0,,,,CID2953969,O=C(Nc1ccccc1)c1ccc(N2CCN(c3ccccn3)CC2)c(S(=O)(=O)N2CCOCC2)c1
,,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,CID2207085,CCn1c(CC(=O)Nc2ccccc2)nnc1SCC(=O)Nc1ccccc1C(=O)OC
,,,,,,,,,,,,,0.0,,,,CID3963592,CCOC(=O)C1=C(CC)Nc2ccccc2N=C1NC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1
,,,,,,,,,,,,,,0.0,,,CID819824,Cc1cc(C=O)c(C)n1-c1ccc(N2CCOCC2)cc1
,,0.0,0.0,,,,,0.0,,,,,,,,,CID2583474,CCc1cccc(NC(=O)CN2C(=O)NC3(CCCCCCC3)C2=O)c1
,,,,,,,,,,,,,0.0,,,,CID4034051,O=C(CCCSc1nc2ccccc2[nH]1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
,,,,,0.0,,,,,,,,,,,,CID9550331,CC1=NOC(=O)/C1=C\c1ccc(-c2cccc(Cl)c2)o1
0.0,,,,,,0.0,,0.0,,,,,,,,,CID2364789,O=C(OCC(=O)N1CCCc2ccccc21)c1ccc(Br)o1
,,,,,,,,,0.0,,,,,,,,CID9550339,Cc1ccc(C)c(N2CCN(C(=O)C3CCCCN3S(=O)(=O)c3ccc(F)cc3)CC2)c1
0.0,,,,,,,,0.0,,0.0,,,0.0,0.0,,,CID657587,Cc1cc2c(C)nc(Cc3ccccc3)nc2o1
,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,CID657582,COC(=O)c1c(N)c(C#N)c2n1CCCCC2
,,0.0,,,,,0.0,,,,,0.0,,,,,CID5711745,CC(=O)C1=C(C)N=C2N=CNN2C1c1ccccc1OCc1ccccc1
0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.0,CID2160365,COc1ccccc1C(=O)Nc1c2c(nn1-c1cccc(C)c1C)CS(=O)C2
0.0,0.0,,,0.0,,0.0,,,0.0,0.0,,,0.0,,,,CID940252,CCS(=O)(=O)c1nc2ccccc2n1Cc1ccccc1Cl
,,,,,0.0,,,,,,,,,,,,CID1108305,CC(C)c1cc(C(C)C)c(S(=O)(=O)N2CCNCC2)c(C(C)C)c1
,,,,,0.0,,,,0.0,,,,0.0,,,,CID1894652,CCCCOC(=O)Cn1c(=O)n(CC(=O)OCCCC)c2ccccc21
,,,,,,,,,,,,,,,,0.0,CID2941748,CC1CN(C(=O)c2ccc(COCC(F)(F)F)o2)CC(C)O1
,,,,,,,,,,,0.0,,,,,,CID1894651,COc1ccc(CCNC=C2C(=O)CC(C)(C)CC2=O)cc1
0.0,0.0,,,,,0.0,,,,,,,,0.0,0.0,,CID2233432,Cc1cc2ncn(CCOc3ccccc3C#N)c2cc1C
,0.0,,0.0,,,,,,,,,0.0,,,,,CID659441,CCc1nnc(NC(=O)c2ccncc2)s1
,,,,,,,,,,,,,0.0,,,,CID1728325,Cc1ccc(C(=O)NC(=S)NNS(=O)(=O)c2ccccc2)cc1
,,0.0,,0.0,,0.0,0.0,,,,,,,,,,CID659447,Cc1[nH]c2ccccc2c1C(=O)CN1CCSCC1
,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,CID649494,COc1ccccc1NC(=O)CN1C(=O)C(C)Oc2ccccc21
,,,0.0,,,,0.0,,0.0,,,0.0,,0.0,0.0,,CID2971528,O=C(O)C1CC=CCC1C(=O)Nc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1
0.0,0.0,,,0.0,0.0,,,,,,0.0,,,,,0.0,CID2983872,Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)c2ccc3c(c2)oc(=O)n3C)CC1
0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,,,,0.0,CID665763,Cn1c(=O)c2c(nc(NC3CCCCC3)n2CC(O)COc2ccccc2)n(C)c1=O
,0.0,0.0,0.0,,,,,,,,,0.0,,,,,CID881723,COc1cc(/C=N/n2cnnc2)ccc1OC(=O)c1ccncc1
,,0.0,,,,,,,,,,,,,0.0,,CID2980758,CCCOc1ccccc1C1CC(=O)Nc2cc3c(cc21)OCCO3
,,,,,,,,0.0,,0.0,,,,,,,CID2290378,N#Cc1c(NCCN)nc(-c2ccccc2)c2c1CCCC2
0.0,,,,,,,,,,0.0,,,,,,,CID3239920,COc1ccccc1CN1CC(C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1=O
,,,,,0.0,,0.0,,,,,,,,0.0,0.0,CID973438,O=C(NC(c1ccccc1)c1ccccc1)N1CCN(CCO)CC1
,,,,0.0,,,,,,,,,,,,,CID3786084,CSc1ccc(C2NC(=O)c3c(sc4c3CCN(C)C4)N2)cc1
,,,,,0.0,0.0,,0.0,,,,0.0,,,,,CID5389464,COc1ccc(/C(O)=C2/C(=O)C(=O)N(CCN(C)C)C2c2ccc(C)cc2)cc1Cl
,,,0.0,,,,,,,,,0.0,,,,,CID2115625,Cc1noc(C)c1COC(=O)c1ccc(S(=O)(=O)NCc2ccco2)cc1
,,,,,0.0,,,,,,0.0,,,,0.0,,CID746928,CN(C)c1ccnc(NCc2ccccc2)c1C#N
,,,,0.0,,,,,,0.0,,,,,0.0,,CID654959,CCOC(=O)N1CCN(C(=O)CN(c2cccc(C)c2)S(=O)(=O)c2ccc(C)cc2)CC1
,0.0,,,,,0.0,0.0,,,,,0.0,,,,,CID2101070,c1cncc(CNC2=NCCCCC2)c1
,,,,,,,,,,,,,0.0,0.0,,,CID2101073,O=[N+]([O-])c1cccc(NC2=NCCC2)c1
,,,,,0.0,,,,,,,,,0.0,,,CID792606,Cc1nc(=O)c(-c2ccccc2)c(C)n1CCO
